,id,job_title,location,salary_currency,career_level,experience_level,education_level,employment_type,job_function,job_benefits,company_process_time,company_size,company_industry,job_description
8712,8712,Villa Assistant Manager,Badung,IDR,Manajer/Asisten Manajer,2 tahun,Tidak terspesifikasi,Penuh Waktu,"Hotel/Restoran,Hotel/Pariwisata","Waktu regular, Senin - Jumat;Kasual (contoh: Kaos);Others Benefits",29 days,1- 50 pekerja,Retail/Merchandise,"We are currently looking for assistant manager / supervisor to manage our 2 villas in Legian area.The job is responsible for the overall operation and guest experience in our villas includes every aspect of villa function, overseeing staffs, maintenance, housekeeping as well as interacting with the guests to make sure they have an awesome holiday.Job Requirements:Have at least some years experiences in hotel / villa managementGood spoken and written EnglishProblem solver with ideas how to fix issuesExcellent management, operations and administrative skillsLove hospitality as a career"
8730,8730,Graphic Designer,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif","Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)",22 days,1- 50 pekerja,Periklanan/Marketing/Promosi/Hubungan Masyarakat,"Conceptualise and design branding/marketing materials or advertisementsWork according to briefs for branding needs and guidelinesFollow digital trends & update with the latest style and design including extensive knowledge in social mediaDevelop illustrations, motion, logos and other designs using softwareEnsure final graphics and layouts are visually appealing and on-brandAble to make pitch deckQualificationsDiploma or Bachelor Degree in Art/Design/Creative fieldsMinimal 2-4 years of relevant experienceHigh competency in Adobe illustrator, Photoshop, After Effect, PremiereAble to work independently and proactively in a teamEnjoys working in a fast paced environment and willingness to learnAdvertising experience will be added advantage (agency or client side)Love to brainstorm for new ideas"
8750,8750,Team Manager Funding Sales (Exhibition) Bandung,Bandung,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel","Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",23 days,Lebih dari 5000 pekerja,Perbankan/Pelayanan Keuangan,"Mengarahkan tim untuk mencapai target salesMembina kerja sama tim yang efektif dan solidMengkoordinir, memonitoring progres kegiatan pekerjaan dengan hasil laporan yang baikKualifikasi :Berpendidikan S1/S2 diutamakan di dari universitas terkemukaBersedia bekerja di pergeseran waktu (Weekend On)Memiliki kemampuan memimpin tim yang kuatMemiliki kemampuan recruiting sales adalah nilai tambahMempunyai pengalaman sales diutamakan Funding minimal 3-5 TahunMempunyai karakter yang baikRemunerasi menarik akan di berikan kepada kandidat yang sesuai dengan kualifikasi."
8760,8760,Supervisor Sales Cargo Domestic & International,Tangerang,IDR,Manajer/Asisten Manajer,5 tahun,"Diploma Pascasarjana, Gelar Professional, Magister (S2)",Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",Asuransi kesehatan;Kasual (contoh: Kaos);Monday - Saturday,5 days,201 - 500 pekerja,Transportasi/Logistik,"We are hiringSupervisor Sales Cargo Domestic & InternationalSalary : Start IDR 5.000.000,- s.d IDR 7.000.000,-We are a growing National scale Company, who deals with largest National & International Delivery Services, Bulk Shipping, E-Commerce Shipping Company are looking for strong personalize person, has enthusiasm at Marketing for new market developmentQualifications :Bachelor Degree or equivalentAge maximum 35 years old, strong achievement oriented, willing to travel & work outside office hoursDomestics, international, sea/air and project freight forwarding as well as consolidation servicesAt least 5 years of demonstrated experience at a Sales Management level within a Cargo business and have a solid knowledge of Cargo Sales & Marketing on a regional basisStrong track record of developing and leading the successful marketing and sales programs for Cargo business with a demonstrated record of success in building new revenue streamsStrong cargo sales experience in overall business-to-business sales & marketing experienceExcellent communications skills & negotiatorPrevious experience dealing with customers is an advantageOwn freehand cargo and express shipments customersGood mentality and drive to work both, independently and in a teamResponsibilities :Plan Monthly cycle to visit existing and prospective customersUnderstand your customers requirements and ensure they are metDevelop and generate sales from existing base towards monthly targetDrive revenue generation by implementing local cargo strategiesAnalyze and report on market conditions and trends to leverage IDL competitive advantageManage the day-to-day contact with key account agents and shippers for revenue generationAble to conduct regular agent performance reviewsActively manage relationships with shippers, key industry and trade partnersAble to work with a team of Sales to provide customer-centric solutions to customersExcellent knowledge of the domestic freight marketExcellent sales and negotiation skillsExcellent communication and relationship managementHard-working and able to do multiple tasksSolving problem skillsHighly motivated, disciplined, and complianceExcellent customer service-oriented mindsetWell organized and process-orientedHealth is in good conditionEnglish proficiency in reading/listening/ writing/ speaking. Another language is a plus"
8773,8773,Area Business Development Associate - Palopo,Palopo,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Kasual (contoh: Kaos),21 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Keras),"SummaryAs an Area Business Development Associate, you will run the ground in Indonesian cities, driving market growth through acquisition, onboarding, and management of Suppliers/Traders/Distributors onto the platform. You will take ownership from day one and help merchants understand the game-changing value of our technology.  ResponsibilitiesIdentify key decision-makers (Supplier/Trader/Distributor owners) in Indonesian cities, set up meetings, and build strong relationships with themBecome an expert in identifying challenges that the Supplier/Trader/Distributor face, and help them solve these challenges with our technologyProvide feedback and analysis to management that will help us improve the product, strategy, and processes – you're the eyes and ears of what's happening on the groundManage existing Supplier/Trader/Distributor relationships, provide real-time support for their users as they engage with us QualificationsMinimum 2-3 years sales experience in FMCG industry (Principal or Distributor)Candidate must possess at least High School DiplomaFluent in Bahasa IndonesiaCan-do attitude, crazy hustle, ability to get things doneAmbitious, competitive personality, not afraid of rejectionLove to talk to people and build relationships, great communication skillsSelf-motivation and an enjoyment for a startup environment, including a thick skin and the ability to deal just as well with the hard days as the good days"
8783,8783,Mobile App Programmer,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Tidak terspesifikasi,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Bisnis (contoh: Kemeja);mess,2 days,1- 50 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)","Membuat dan mengembangkan aplikasi mobile.Berkolaborasi dengan tim lain dan manajer produk/proyek untuk bertukar pikiran dan merancang solusi aplikasi.Selalu mengikuti perkembangan teknologi baru; mengevaluasi dan membuat rekomendasi jika diperlukanKualifikasi:Menguasai FlutterPengalaman membuat aplikasi mobile minimal 2 tahunMampu bekerjasama dengan teams lain (Backend Engineer, UI/UX Designer, Project Manger)Terbiasa menggunakan git/ bit buckettarget orientedbersedia bekerja on site di Jakarta selatan"
8787,8787,B2B School Support Officer,Bandung,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Pendidikan/Pelatihan,Pendidikan","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)",13 days,201 - 500 pekerja,Pendidikan,"Memelihara hubungan baik dengan sekolah;Membantu sekolah dalam meningkatkan sistem belajar mengajar dengan memanfaatkan Quipper School Premium;Memberikan layanan konsultasi terkait penggunaan Quipper School Premium dengan memanfaatkan ilmu pendidikan (metode belajar, pedagogi) sebagai dasar untuk meningkatkan sistem belajar-mengajar;Menyediakan laporan dan evaluasi penggunaan;Menerima masukan dari guru dan menyampaikannya ke tim terkait;Membantu guru dan siswa untuk mengatasi masalah terkait penggunaan Quipper School Premium.Kualifikasi:Sarjana pendidikan (S.Pd jurusan apapun);Memiliki pengalaman sebagai konsultan pendidikan menjadi nilai tambah;Dapat menunjukkan kemampuan komunikasi yang baik, secara tertulis dan oral;Memiliki kemampuan yang baik dalam menganalisa dan menyelesaikan masalah: menemukan akar permasalahan, mencari solusi, dan membuat rekomendasi perbaikan;Self-driven and dan mampu bekerja secara mandiri;Memiliki minat yang kuat untuk berkontribusi dalam memajukan pendidikan Indonesia."
8794,8794,Senior Associate,Jakarta Raya,IDR,Manajer/Asisten Manajer,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Pendidikan/Pelatihan,Pelatihan & Pengembangan","Tip;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",11 days,Lebih dari 5000 pekerja,Asuransi,"Khusus untuk Kamu yang ingin punya Kebebasan Finansial dan WaktuBergabunglah dan maksimalkan potensi kamu untuk memperoleh penghasilan yang tidak terbatas.Kamu akan diberikan pelatihan dan mentoring, di mana suatu saat dapat memimpin sebuah team yang besar dan berkembang.BENEFIT :Tunjangan bulanan selama pelatihan (12 Bulan)Komisi Mingguan dan Bonus Bulanan (tidak terbatas)Pengakuan pencapaian (Publikasi media cetak nasional dan internasional)Travelling Award (Eropa dan Domestik)Sistem jenjang karir yang teruji dan promosi setiap tahunTunjangan Operasional selama ProgramWaktu kerja yang fleksibelDESKRIPSI PEKERJAAN :Menghadiri sesi pelatihan dan monitoring atau mentoring secara daring dan tatap mukaMengikuti dan menyelesaikan Promotion plan yang diberikan dalam 3 tahap pelatihan selama 12 bulan (Enterpreneurship, Sales Planning Strategy, dan Leadership and Business Strategy)Mempresentasikan bisnis model kepada calon partner bisnisMemimpin dan membimbing teamPERSYARATAN:Usia 25 - 40 tahunMinimal berpendidikan Lulus D3Punya pengalaman kerja lebih dari 3 tahun.Gaji di tempat sebelumnya minimal 6 juta / bulan (lampirkan Slip gaji 3 bulan terakhir dalam CV).Domisili di Jabodetabek, Lokasi kerja : JakartaTidak memiliki lisensi AAJI/AASISiap bekerja segera dan SecepatnyaPT. Josanco Candra berdiri tahun 2008 dan membuat agency dengan nama Power Vision.Power Vision adalah mitra dari PT. Prudential Life Assurance, salah satu perusahaan asuransi terbesar di Dunia dan Asia, dan juga merupakan salah satu perusahaan asuransi terkemuka di Indonesia dalam bidang Asuransi Jiwa.Power Vision merupakan Agency terbesar di Indonesia yang telah mencetak puluhan ribu tenaga pemasaran dan ratusan Leader di seluruh Indonesia.Note : Kami tidak pernah memungut uang dalam proses rekrutmen."
8829,8829,ECommerce Sales Specialist,Bali,IDR,Supervisor/Koordinator,1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,E-commerce",Asuransi kesehatan;Kasual (contoh: Kaos);Monday to Saturday,30 days,51 - 200 pekerja,Makanan & Minuman/Katering/Restoran,"Started as a passion project, Expat. Roasters is a specialty coffee producer driven by a desire to produce an exceptional, unpretentious brew, from the ground up. We work closely and respectfully with local Indonesian farmers and producers to source the finest local product to compliment their nomadic collection of beans from around the globe.Due to several internal movements, we are specifically looking for a eCommerce Sales Specialist who will help boost the company's sales on various ecommerce platforms. Our ideal candidate is a business-oriented person who is an expert in handling ecommerce platforms such as Tokopedia, Shopee, Shopify, etc. To succeed in this role, you should have strong ecommerce and sales experience.What you will be doingAchieve forecasted ecommerce sales goals.Handle daily operational activities and requests from multiple ecommerce platforms (Tokopedia, Shopee, Shopify, etc).Set standards, systems, and best practices for new product listings, pricing policies, promotions, distribution, and maintenance.Monitor changes in product sales by using web analytics and Google spreadsheets to stay organized.Develop data-driven sales plan for all ecommerce platforms.Conduct analysis, research, and provide sales strategy recommendations to increase ecommerce sales.Actively participate in promotional activities made by each ecommerce platform.Develop customer insights to use to improve ecommerce sales.Provide detailed reporting on product trends, competitor trends with actionable data to support business development decision-making processes.Work closely with the marketing team to work in sales-related projects across ecommerce platforms.What you will bring alongMinimum Diploma or Bachelor in Business Management, Economics, Marketing, or relevant field.Hands-on experience in managing and maintaining ecommerce platforms.Knowledgeable of the ecommerce space that includes sales strategies, product development, competitive strategies, consumer research, industry trends and usability best practices.Knowledge of various platforms and online sales strategies and can be used to conduct digital sales or website conversions.Used to working on a target.Strong English skills, both oral and written.Analytical and sense for attention to detail.Must be familiar with reporting and sales metrics.Exceptional interpersonal and communication skills.Able to navigate a cross-functional environment.What you will getCompetitive payBPJS coverageCareer path opportunitiesHow to applyApply to our Jobstreet platform and attach your recent CV and desired salary."
8845,8845,Asisten Manager Produksi,Bandung,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Penuh Waktu,"Manufaktur,Manufaktur","Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",28 days,201 - 500 pekerja,Manufaktur/Produksi,"Kualifikasi:Usia maksimal 40 tahunPendidikan minimal S1 Teknik Sipil / Teknik IndustriPengalaman dalam bidang produksi minimal 5 tahunMampu bekerja dalam teamMampu berkomunikasi dengan berbagai kalanganMemahami Project managementMemahami product knowladge dengan baikMenguasai teknik produksi genteng, paving atau produk beton lainnyaMempunyai kemmapuan leadership yang baikPenempatan di Pabrik BandungDeskripsi Pekerjaan:Membuat perencanaan, mengawasi dan mereview kegiatan produksiMengkondisikan karyawan & lingkunga kerja karyawanMembuat laporan bulanan & tahunan"
8874,8874,STAFF EXIM,Semarang,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Bisnis (contoh: Kemeja),30 days,1- 50 pekerja,Kayu/Fiber/Kertas,"Tugas / Tanggung Jawab :Bertanggung jawab untuk menyiapkan dan memeriksa dokumen - dokumen ekspor impor (shipping instruction, invoice, dll).Menyiapkan dan memberikan laporan kegiatan ekspor - impor ke instansi terkait.Monitoring ekspor secara legal dan memastikan kesiapan secara administratif.Koordinasi dengan agent yang berhubungan dengan export dan import.Mengerti dokumen EXIMMenangani kendala teknis dilapangan dan pengaturan operasional trucking untuk kegiatan bongkar muatMelakukan perhitungan dan analisa kebutuhan import dan export Kualifikasi / Persyaratan :Pendidikan minimal D3 Segala JurusanTelah memiliki pengalaman minimal 2 tahun.Memiliki pengetahuan untuk menangani proses ekspor - impor dan dokumentasi (pengiriman, pemesanan, barang datang).Jujur, disiplin, pekerja keras.Menguasai Microsoft Office.Mampu bekerja mandiri dan dalam team serta mampu bekerja di bawah tekanan."
